SN,Symbol,LTP,LTV,Point Change,% Change,Open Price,High Price,Low Price,Avg Traded Price,Volume,Previous Closing
46,MBJC,357.10,10,-0.40,-0.11,355.20,362.30,353.00,359.10,"35,687",357.50
47,SPHL,836.10,90,-9.90,-1.17,841.00,857.00,836.10,844.03,"6,460",846.00
48,MERO,664.00,300,-1.00,-0.15,677.00,677.00,662.00,668.04,"6,803",665.00
49,GLBSL,"2,350.10",11,-9.90,-0.42,"2,360.00","2,393.10","2,340.00","2,364.19","2,361","2,360.00"
50,VLUCL,766.00,10,36.00,4.93,715.40,774.90,715.40,759.01,"97,899",730.00
51,CHDC,"1,835.10",100,-15.90,-0.86,"1,851.00","1,880.00","1,815.00","1,842.62","50,805","1,851.00"
52,RFPL,"1,072.00",90,-69.00,-6.05,"1,118.20","1,185.00","1,045.80","1,086.67","48,767","1,141.00"
53,SAPDBL,"1,349.00","3,000",-16.00,-1.17,"1,390.00","1,474.20","1,301.00","1,366.19","123,051","1,365.00"
54,RHGCL,607.00,10,-15.00,-2.41,634.40,634.40,607.00,611.93,"14,357",622.00
55,MKHC,570.00,155,-3.90,-0.68,574.00,597.00,565.00,575.34,"34,701",573.90
56,SMPDA,917.20,12,-10.20,-1.10,908.90,963.00,908.90,925.65,"3,319",927.40
57,SJLIC,459.10,30,-0.40,-0.09,458.00,466.10,455.00,460.53,"16,019",459.50
58,NYADI,600.10,340,-4.90,-0.81,592.90,609.00,592.90,602.98,"63,072",605.00
59,UPCL,290.80,12,2.80,0.97,289.10,295.00,288.00,291.60,"92,174",288.00
60,KDL,"1,097.00",10,-25.00,-2.23,"1,139.00","1,139.00","1,094.00","1,106.38","2,090","1,122.00"
61,MNMF1,9.24,100,0.12,1.32,9.00,9.48,9.00,9.25,"32,100",9.12
62,GLH,255.20,10,-0.20,-0.08,257.80,257.80,253.20,255.09,"37,407",255.40
63,SMB,"2,859.00",50,217.00,8.21,"2,642.00","2,906.00","2,632.10","2,767.70","10,143","2,642.00"
64,BNHC,534.60,10,4.60,0.87,520.00,538.90,520.00,533.52,"30,989",530.00
65,NGPL,285.10,500,17.10,6.38,270.00,290.60,270.00,281.24,"400,826",268.00
66,UMHL,341.30,385,-3.40,-0.99,337.90,348.00,337.90,342.69,"36,779",344.70
67,RHPL,454.00,460,4.50,1.00,450.00,456.00,445.00,452.75,"57,857",449.50
68,ALICL,752.00,78,9.40,1.27,728.00,760.00,728.00,745.71,"28,727",742.60
69,UHEWA,857.10,10,-11.90,-1.37,852.00,885.00,852.00,864.54,"5,467",869.00
70,SFCL,566.90,127,-13.10,-2.26,570.00,580.00,560.00,567.22,"50,414",580.00
71,ULHC,558.00,73,13.00,2.39,537.00,565.00,537.00,558.60,"30,881",545.00
72,NBF2,9.16,100,-0.06,-0.65,9.22,9.29,9.11,9.20,"2,841",9.22
73,SHPC,482.00,80,-2.00,-0.41,477.00,490.00,476.00,482.96,"72,651",484.00
74,CYCL,"1,543.10",10,0.00,0.00,"1,515.00","1,569.80","1,515.00","1,536.35","2,960","1,543.10"
75,USLB,"1,520.00",10,20.00,1.33,"1,530.00","1,580.00","1,502.00","1,522.53","1,393","1,500.00"
76,SMJC,574.20,10,2.20,0.38,583.00,583.00,571.00,575.53,"23,235",572.00
77,NLIC,763.00,50,2.91,0.38,775.20,775.20,760.00,764.88,"37,195",760.09
78,NBL,252.50,20,-1.50,-0.59,259.00,259.00,252.00,253.63,"19,029",254.00
79,EBLD86,"1,032.00",25,-13.50,-1.29,"1,032.00","1,032.00","1,032.00","1,032.00",25,"1,045.50"
80,NMB,242.00,94,-2.10,-0.86,242.20,246.90,242.00,244.19,"21,925",244.10
81,TPC,569.10,100,-3.40,-0.59,570.00,581.40,567.00,571.77,"25,845",572.50
82,BHDC,715.60,10,-4.40,-0.61,720.00,730.00,710.00,716.85,"23,061",720.00
83,HHL,573.00,10,2.00,0.35,571.00,581.90,567.20,572.67,"15,858",571.00
84,MNBBL,371.00,146,1.70,0.46,376.00,376.00,371.00,371.74,"12,546",369.30
85,MFIL,636.00,50,-1.00,-0.16,644.80,648.90,635.00,637.23,"9,804",637.00
86,SGHC,562.00,10,7.00,1.26,555.00,570.00,555.00,561.10,"17,222",555.00
87,CZBIL,209.00,20,1.60,0.77,209.00,211.00,207.10,209.46,"38,955",207.40
88,MKJC,591.00,10,12.00,2.07,590.50,594.00,582.00,589.54,"34,825",579.00
89,NIFRA,269.00,198,3.00,1.13,269.00,272.00,264.00,268.98,"222,200",266.00
90,PROFL,558.30,53,0.30,0.05,569.00,569.00,558.00,560.95,"20,821",558.00
91,RLFL,520.00,130,-10.00,-1.89,530.00,534.50,515.00,523.72,"23,700",530.00
92,SIKLES,990.00,80,75.00,8.20,920.00,995.00,915.30,967.03,"70,208",915.00
93,HIDCLP,169.60,75,-1.40,-0.82,172.00,180.00,169.00,172.00,"367,209",171.00
94,LBBL,455.00,146,-9.00,-1.94,473.00,482.00,455.00,465.57,"13,503",464.00
95,GCIL,505.00,23,-4.10,-0.81,509.10,513.90,505.00,508.98,"21,144",509.10
96,GBIME,222.30,51,-0.70,-0.31,222.00,225.40,222.00,223.47,"31,828",223.00
97,DORDI,599.00,115,-8.90,-1.46,605.00,612.00,595.10,600.69,"14,730",607.90
98,NABBC,"1,147.90",19,25.80,2.30,"1,100.50","1,206.80","1,100.50","1,149.98","30,699","1,122.10"
99,UPPER,203.00,"1,000",-1.90,-0.93,205.00,206.90,203.00,204.53,"71,596",204.90
100,MHCL,557.00,"4,400",7.00,1.27,560.00,560.00,548.50,555.37,"18,658",550.00
101,NICGF,10.56,500,-0.14,-1.31,10.61,10.61,10.56,10.60,"50,689",10.70
102,MSLB,"1,420.00",100,-18.00,-1.25,"1,445.00","1,445.00","1,411.20","1,423.88",504,"1,438.00"
103,MMKJL,768.50,60,-21.50,-2.72,780.00,795.00,761.00,772.88,"22,785",790.00
104,GBBL,392.00,400,6.00,1.55,389.00,392.00,380.20,389.16,"16,736",386.00
105,NHDL,932.00,10,6.70,0.72,935.00,940.00,885.00,911.44,"14,467",925.30
106,NLG,"1,093.00",100,-5.00,-0.46,"1,104.50","1,105.00","1,085.00","1,091.29","117,442","1,098.00"
107,NTC,926.00,50,9.20,1.00,920.00,934.00,920.00,926.87,"12,184",916.80
108,GUFL,598.00,17,-4.00,-0.66,608.40,608.40,595.00,601.97,"17,927",602.00
109,SHIVM,554.00,500,-1.30,-0.23,556.10,560.00,550.50,555.37,"50,351",555.30
110,KBL,200.00,739,-2.00,-0.99,198.00,205.00,198.00,202.15,"107,616",202.00
111,GMFBS,"1,789.90",38,22.90,1.30,"1,760.00","1,790.00","1,760.00","1,782.37","2,225","1,767.00"
112,UMRH,691.00,10,44.80,6.93,659.10,698.00,659.10,682.73,"227,719",646.20
113,NRN,"1,202.10",50,-5.70,-0.47,"1,231.90","1,231.90","1,193.00","1,210.70","111,501","1,207.80"
114,SBL,282.20,154,-2.70,-0.95,285.00,290.00,279.30,282.11,"30,202",284.90
115,HPPL,510.20,200,5.20,1.03,494.90,520.00,494.90,509.77,"121,546",505.00
116,MKHL,654.00,"1,400",2.00,0.31,639.00,668.00,639.00,654.44,"17,967",652.00
117,SRLI,431.00,200,-1.00,-0.23,433.30,437.00,429.00,433.01,"37,978",432.00
118,AKJCL,199.80,10,0.30,0.15,203.40,203.40,199.20,200.55,"41,494",199.50
119,KMCDB,"1,058.10",10,-1.90,-0.18,"1,055.00","1,080.00","1,035.30","1,053.52","1,490","1,060.00"
120,MAKAR,691.10,80,17.20,2.55,673.90,695.00,673.90,685.34,"28,299",673.90
121,SKBBL,815.40,200,-1.60,-0.20,833.30,833.30,812.00,815.91,"5,929",817.00
122,TVCL,595.10,170,-5.90,-0.98,606.00,606.00,593.00,596.52,"28,854",601.00
123,SONA,476.00,10,-3.00,-0.63,475.00,483.00,473.00,477.29,"33,486",479.00
124,NWCL,"1,001.00",10,-29.20,-2.83,"1,049.00","1,049.00",999.00,"1,009.62","5,837","1,030.20"
125,PMHPL,302.00,30,3.00,1.00,302.00,308.00,299.00,302.82,"30,886",299.00
126,NIL,939.00,32,-3.90,-0.41,942.00,943.90,937.00,940.82,"14,781",942.90
127,SHL,506.00,492,-12.00,-2.32,520.00,520.00,502.10,512.44,"28,391",518.00
128,CHCL,509.00,21,-5.90,-1.15,520.00,520.00,509.00,510.11,"14,344",514.90
129,EBL,598.20,15,0.20,0.03,602.00,605.00,597.00,600.05,"12,170",598.00
130,CORBL,"1,885.00",100,127.20,7.24,"1,792.90","1,924.00","1,775.00","1,870.28","32,879","1,757.80"
131,SHEL,253.90,127,3.30,1.32,252.00,255.60,250.40,253.90,"148,826",250.60
132,HATHY,"1,399.00",16,-4.20,-0.30,"1,400.10","1,427.80","1,385.10","1,401.51","20,958","1,403.20"
133,HDHPC,200.80,5,1.80,0.90,200.90,202.50,199.30,201.27,"64,703",199.00
134,BEDC,775.00,500,21.50,2.85,768.50,780.00,760.10,773.30,"38,704",753.50
135,USHEC,690.00,16,-5.00,-0.72,681.10,703.00,681.10,695.92,"9,408",695.00
136,ULBSL,"4,151.00",10,19.00,0.46,"4,068.00","4,230.00","4,067.00","4,179.10","2,500","4,132.00"
137,SMHL,"1,250.40",10,-135.60,-9.78,"1,358.30","1,358.30","1,250.20","1,258.40","28,927","1,386.00"
138,PCBL,243.60,49,-2.40,-0.98,248.00,249.00,243.10,244.87,"21,972",246.00
139,RAWA,810.60,10,3.60,0.45,800.20,821.90,800.20,811.40,"4,306",807.00
140,NABIL,488.00,100,2.00,0.41,490.00,492.00,486.00,489.40,"28,165",486.00
141,AHPC,264.00,40,5.70,2.21,262.90,267.20,258.00,263.91,"163,036",258.30
142,SIFC,527.00,"1,000",-9.00,-1.68,544.90,544.90,521.00,531.07,"7,258",536.00
143,GFCL,728.00,15,1.00,0.14,727.00,740.00,715.50,731.44,"14,399",727.00
144,ILBS,955.10,100,-4.70,-0.49,951.00,966.00,943.00,953.94,"2,171",959.80
145,MLBSL,"2,220.00",170,10.00,0.45,"2,248.00","2,252.00","2,212.00","2,224.20","2,091","2,210.00"
146,CFCL,525.00,12,-13.00,-2.42,527.30,548.00,525.00,528.99,"31,767",538.00
147,HEI,650.00,100,-13.00,-1.96,674.00,674.00,642.00,651.18,"12,063",663.00
148,RBCL,"14,475.00",10,-30.00,-0.21,"14,400.00","14,598.90","14,400.00","14,469.10",120,"14,505.00"
149,CHL,458.00,120,0.00,0.00,448.90,466.00,448.90,455.36,"24,212",458.00
150,SICL,805.00,300,-6.00,-0.74,810.00,811.00,804.20,806.71,"4,785",811.00
151,MKCL,"1,520.00",10,-40.00,-2.56,"1,560.00","1,560.00","1,520.00","1,535.20","3,303","1,560.00"
152,MPFL,629.00,490,5.00,0.80,636.40,636.40,623.70,627.52,"8,698",624.00
153,EHPL,813.00,20,-2.00,-0.25,800.00,822.00,800.00,814.31,"6,714",815.00
154,PRVU,222.00,646,-2.30,-1.03,226.70,227.40,222.00,224.08,"65,014",224.30
155,AVYAN,"1,040.00",30,0.00,0.00,"1,019.20","1,060.20","1,019.20","1,034.34","1,685","1,040.00"
156,GVL,552.00,10,1.00,0.18,551.00,558.00,545.00,551.20,"3,664",551.00
157,DOLTI,886.00,10,-39.10,-4.23,906.60,"1,013.00",840.00,901.92,"91,977",925.10
158,AKPL,239.00,40,0.00,0.00,236.00,242.70,236.00,240.52,"41,379",239.00
159,KPCL,548.00,25,-6.00,-1.08,565.00,565.00,548.00,552.81,"21,538",554.00
160,SGIC,689.20,240,-7.80,-1.12,692.00,698.90,685.00,691.88,"20,093",697.00
161,ALBSL,840.00,10,0.00,0.00,831.00,870.00,823.20,837.26,"4,837",840.00
162,SAMAJ,"3,412.90",10,-55.10,-1.59,"3,480.00","3,480.00","3,346.00","3,371.94",230,"3,468.00"
163,JBBL,353.20,900,-2.80,-0.79,363.10,363.10,353.00,355.80,"25,127",356.00
164,RIDI,231.20,70,0.30,0.13,226.30,235.40,226.30,231.45,"44,586",230.90
165,MLBS,"2,122.10",20,-37.90,-1.75,"2,121.00","2,188.00","2,121.00","2,140.14","2,098","2,160.00"
166,NFS,765.50,58,-15.50,-1.98,766.00,790.00,765.00,776.45,"33,224",781.00
167,TSHL,860.10,20,-2.90,-0.34,880.00,880.00,860.00,864.79,"1,450",863.00
168,LSL,210.00,186,-2.00,-0.94,213.90,216.00,210.00,213.27,"50,484",212.00
169,BFC,608.00,172,-12.00,-1.94,632.40,632.40,608.00,613.07,"18,867",620.00
170,SARBTM,790.00,100,3.50,0.45,802.20,802.20,785.00,790.44,"32,346",786.50
171,RADHI,355.00,37,0.00,0.00,348.00,364.00,348.00,357.86,"54,773",355.00
172,CKHL,837.00,10,21.00,2.57,820.00,841.50,804.00,822.13,"23,454",816.00
173,PHCL,576.00,10,-8.70,-1.49,596.30,596.30,568.40,576.47,"30,832",584.70
174,CGH,898.50,50,-7.50,-0.83,924.10,924.10,896.80,905.80,"8,300",906.00
175,HIDCL,255.00,300,-2.00,-0.78,257.00,264.90,253.00,257.79,"123,058",257.00
176,KKHC,373.00,88,-4.00,-1.06,382.00,382.00,372.40,375.18,"25,969",377.00
177,NMFBS,"1,283.30",17,-15.70,-1.21,"1,321.00","1,321.00","1,281.00","1,291.95","1,929","1,299.00"
178,SMFBS,"1,957.00",40,4.10,0.21,"1,951.00","1,960.00","1,938.00","1,949.22","2,609","1,952.90"
179,NICGF2,8.55,100,0.03,0.35,8.51,8.55,8.51,8.52,"1,300",8.52
180,RURU,740.00,25,5.00,0.68,749.00,749.00,735.00,739.28,"7,658",735.00
181,KSY,8.45,100,-0.13,-1.52,8.75,8.75,8.45,8.53,"1,800",8.58
182,SINDU,"1,092.00",106,19.10,1.78,"1,072.50","1,119.00","1,072.50","1,101.68","87,215","1,072.90"
183,MHL,979.20,10,-108.80,-10.00,"1,066.30","1,066.30",979.20,980.28,"12,549","1,088.00"
184,API,275.00,35,-1.00,-0.36,270.50,280.00,270.50,276.84,"120,387",276.00
185,DDBL,781.00,25,-3.00,-0.38,785.00,790.00,780.00,783.49,"1,324",784.00
186,SHLB,"2,570.00",10,61.90,2.47,"2,512.00","2,619.00","2,512.00","2,569.74","2,456","2,508.10"
187,H8020,9.97,100,-0.11,-1.09,9.88,10.05,9.88,10.05,"15,700",10.08
188,ICFC,633.00,27,-7.00,-1.09,642.00,654.50,630.00,639.21,"14,802",640.00
189,SANIMA,296.00,50,-2.00,-0.67,303.90,303.90,296.00,299.48,"26,646",298.00
190,PPL,628.00,10,18.20,2.98,621.90,635.00,601.10,620.87,"35,482",609.80
191,LICN,"1,105.00",50,6.00,0.55,"1,099.90","1,125.00","1,099.90","1,112.67","4,934","1,099.00"
192,AHL,827.00,10,10.00,1.22,833.00,833.00,816.00,820.92,"8,572",817.00
193,TRH,"1,170.00",100,-13.00,-1.10,"1,177.70","1,180.00","1,170.00","1,173.51","1,260","1,183.00"
194,IGI,596.20,55,-8.80,-1.45,604.00,607.00,595.20,599.32,"9,714",605.00
195,SLBBL,918.50,101,-5.50,-0.60,924.00,925.00,918.50,923.51,"1,143",924.00
196,DHPL,311.00,720,-5.80,-1.83,316.00,319.90,310.60,313.85,"17,345",316.80
197,MBL,227.00,57,0.00,0.00,229.50,231.50,225.00,228.99,"34,121",227.00
198,NMBMF,688.40,50,-6.60,-0.95,685.00,697.70,685.00,690.08,196,695.00
199,PPCL,301.00,10,-1.90,-0.63,304.50,304.50,297.00,300.59,"35,394",302.90
200,SSHL,232.00,38,-1.00,-0.43,234.00,237.00,232.00,234.05,"31,222",233.00
201,SIGS2,9.62,"4,199",0.18,1.91,9.62,9.62,9.62,9.62,"4,199",9.44
202,DLBS,"2,035.00",10,135.00,7.11,"1,862.00","2,090.00","1,862.00","1,972.20","9,198","1,900.00"
203,SALICO,733.00,63,-11.90,-1.60,742.00,750.00,732.00,741.04,"5,150",744.90
204,GMFIL,484.10,12,-1.00,-0.21,485.10,494.00,484.00,486.38,"15,781",485.10
205,WNLB,"2,816.00",70,54.90,1.99,"2,740.00","2,825.00","2,710.10","2,777.46","1,362","2,761.10"
206,SBLD89,"1,199.00",100,-17.00,-1.40,"1,199.00","1,199.00","1,199.00","1,199.00",100,"1,216.00"
207,BPCL,398.10,308,-0.90,-0.23,399.00,415.00,397.00,399.96,"5,451",399.00
208,NLICL,616.00,500,3.00,0.49,622.00,622.80,608.60,615.80,"14,894",613.00
209,UNLB,"2,614.00",68,-76.00,-2.83,"2,638.00","2,689.00","2,614.00","2,632.47","2,162","2,690.00"
210,SLCF,9.41,200,0.00,0.00,9.41,9.42,9.41,9.41,"1,300",9.41
211,LVF2,9.02,100,-0.05,-0.55,8.96,9.05,8.96,9.01,700,9.07
212,SJCL,358.00,20,-1.90,-0.53,360.00,362.80,356.00,358.94,"10,137",359.90
213,MHNL,268.40,180,4.20,1.59,267.50,273.00,265.10,269.83,"24,323",264.20
214,MMF1,8.64,100,-0.14,-1.59,8.61,8.78,8.61,8.64,"11,090",8.78
215,LEC,209.00,325,-1.00,-0.48,214.00,218.00,207.30,210.40,"24,150",210.00
216,UAIL,675.00,10,-1.00,-0.15,675.00,681.90,668.00,676.47,"4,491",676.00
217,MLBL,374.50,128,-2.50,-0.66,382.00,382.00,374.00,376.54,"10,831",377.00
218,MLBBL,"1,630.60",412,-13.30,-0.81,"1,620.00","1,678.00","1,620.00","1,637.67","4,380","1,643.90"
219,NICFC,8.97,100,-0.02,-0.22,8.89,9.07,8.89,9.04,"3,900",8.99
220,BHL,374.10,10,-3.20,-0.85,371.10,384.00,371.10,376.95,"6,048",377.30
221,SMH,"1,090.00",125,-22.00,-1.98,"1,132.00","1,132.00","1,090.00","1,097.59","1,318","1,112.00"
222,NUBL,685.10,200,-6.40,-0.93,682.10,690.00,682.10,685.52,"2,620",691.50
223,SBI,421.40,254,-0.60,-0.14,429.90,429.90,420.10,423.91,"16,620",422.00
224,NIBLSTF,8.40,100,-0.16,-1.87,8.56,8.56,8.40,8.51,"1,000",8.56
225,MATRI,"1,172.10",7,-3.50,-0.30,"1,161.00","1,204.00","1,161.00","1,183.25","1,083","1,175.60"
226,OHL,920.00,60,12.80,1.41,900.00,930.00,900.00,922.74,"3,439",907.20
227,GILB,"1,191.00",22,-20.00,-1.65,"1,211.00","1,230.00","1,188.10","1,195.81","2,266","1,211.00"
228,NMLBBL,668.10,26,3.10,0.47,675.00,675.00,661.00,670.82,"7,200",665.00
229,NABILD87,"1,056.00",25,1.00,0.09,"1,055.00","1,056.00","1,055.00","1,055.35",72,"1,055.00"
230,RMF1,8.93,"5,000",-0.14,-1.54,8.89,8.94,8.89,8.93,"10,500",9.07
231,RSDC,656.10,30,1.10,0.17,668.10,668.10,655.00,659.44,"1,680",655.00
232,KEF,8.82,"3,450",-0.34,-3.71,9.08,9.08,8.82,8.92,"13,600",9.16
233,PRIN,990.00,"1,940",-8.00,-0.80,998.00,"1,007.00",990.00,992.72,"4,018",998.00
234,SWBBL,880.00,50,4.00,0.46,886.90,887.40,865.10,869.16,"23,445",876.00
235,SEF,9.55,"8,000",-0.01,-0.10,9.39,9.55,9.38,9.53,"55,500",9.56
236,SWMF,758.60,150,3.80,0.50,765.70,765.70,748.10,759.12,"1,648",754.80
237,SPC,568.10,10,-3.90,-0.68,579.00,580.00,567.00,574.76,"37,897",572.00
238,STC,"5,350.00",11,5.00,0.09,"5,400.00","5,400.00","5,350.00","5,366.94",418,"5,345.00"
239,PSF,10.00,100,-0.09,-0.89,10.29,10.90,9.89,10.86,"149,280",10.09
240,MDB,640.00,10,4.00,0.63,625.00,650.00,625.00,637.54,"17,134",636.00
241,SCB,679.00,10,-2.00,-0.29,694.00,694.00,675.00,680.77,"4,187",681.00
242,SBCF,9.17,"1,000",-0.03,-0.33,9.20,9.20,9.17,9.17,"11,800",9.20
243,MSHL,943.00,10,-4.20,-0.44,947.00,958.40,940.00,945.91,420,947.20
244,SHINE,412.00,20,2.00,0.49,418.00,418.00,408.00,412.29,"10,918",410.00
245,EDBL,596.00,100,0.00,0.00,600.00,602.00,587.10,588.56,"117,618",596.00
246,NADEP,916.00,130,-31.00,-3.27,940.00,940.00,916.00,929.85,"1,678",947.00
247,ANLB,"4,898.00",10,-100.00,-2.00,"5,000.00","5,000.00","4,898.00","4,910.15",182,"4,998.00"
248,LUK,9.55,"3,000",-0.01,-0.10,9.75,9.75,9.37,9.55,"3,200",9.56
249,ENL,"1,208.00",10,-13.00,-1.06,"1,197.10","1,222.00","1,197.10","1,208.92","1,493","1,221.00"
250,KBSH,"2,450.00",50,-26.00,-1.05,"2,475.00","2,475.00","2,430.00","2,444.63",616,"2,476.00"
251,SPIL,826.00,10,-2.60,-0.31,821.00,844.00,821.00,823.75,"4,215",828.60
252,USHL,835.00,10,-15.00,-1.76,855.00,855.00,825.20,833.76,"2,006",850.00
253,GBLBS,795.50,100,5.50,0.70,799.90,799.90,777.40,788.99,"2,738",790.00
254,NICL,"1,000.00",159,-19.00,-1.86,"1,011.00","1,015.00",999.00,"1,001.65","3,730","1,019.00"
255,SADBL,398.30,16,-2.70,-0.67,405.00,406.00,397.00,401.34,"12,165",401.00
256,SAGF,9.15,100,-0.09,-0.97,9.40,9.40,9.13,9.25,600,9.24
257,HLBSL,950.00,498,-6.00,-0.63,974.90,974.90,948.30,952.96,"3,031",956.00
258,NIBSF2,8.45,200,-0.15,-1.74,8.45,8.45,8.45,8.45,700,8.60
259,NESDO,"2,293.40",36,39.40,1.75,"2,260.00","2,293.40","2,254.20","2,278.66",910,"2,254.00"
260,CMF1,10.62,624,-0.11,-1.03,10.80,10.87,10.62,10.79,"3,124",10.73
261,SPL,962.50,10,-12.50,-1.28,965.00,975.00,962.50,968.96,"2,320",975.00
262,KDBY,9.42,100,-0.31,-3.19,9.54,9.54,9.30,9.42,"3,000",9.73
263,JSLBB,"1,605.00",170,5.00,0.31,"1,632.00","1,632.00","1,576.00","1,604.02","1,014","1,600.00"
264,FOWAD,"1,232.80",100,7.80,0.64,"1,225.00","1,232.80","1,220.00","1,225.53",613,"1,225.00"
265,HEIP,440.00,200,-20.00,-4.35,451.00,451.00,440.00,442.32,"1,150",460.00
266,NICD83/84,"1,135.00",1,0.00,0.00,"1,135.00","1,135.00","1,135.00","1,112.30",1,"1,135.00"
267,LBBLD89,"1,165.00",97,-20.80,-1.75,"1,185.80","1,185.80","1,165.00","1,165.00",100,"1,185.80"
268,LLBS,"1,120.00",200,-17.80,-1.56,"1,116.00","1,160.50","1,074.00","1,133.29",609,"1,137.80"
269,CCBD88,"1,170.00",25,-20.00,-1.68,"1,190.00","1,190.00","1,103.00","1,129.27","1,876","1,190.00"
270,RMF2,8.97,100,-0.16,-1.75,8.96,8.97,8.96,8.96,550,9.13
271,GIBF1,9.65,200,-0.15,-1.53,9.90,10.05,9.61,9.66,"258,800",9.80
272,SIGS3,9.56,100,-0.06,-0.62,9.60,9.70,9.51,9.63,900,9.62
273,NBF3,9.20,100,0.12,1.32,8.95,9.20,8.93,9.03,"15,900",9.08
274,PRSF,9.88,100,0.00,0.00,9.80,9.88,9.80,9.83,400,9.88
275,SFEF,9.07,200,-0.15,-1.63,9.07,9.07,9.05,9.07,400,9.22
