SN,Symbol,LTP,LTV,Point Change,% Change,Open Price,High Price,Low Price,Avg Traded Price,Volume,Previous Closing
124,SAGF,9.17,100,-0.07,-0.76,9.40,9.40,9.13,9.24,700,9.24
125,KBSH,"2,459.90",10,-16.10,-0.65,"2,475.00","2,475.00","2,430.00","2,444.87",626,"2,476.00"
126,MLBL,370.60,124,-6.40,-1.70,382.00,382.00,370.60,375.24,"15,725",377.00
127,PCBL,242.60,14,-3.40,-1.38,248.00,249.00,242.10,244.52,"28,906",246.00
128,CFCL,523.00,148,-15.00,-2.79,527.30,548.00,521.00,528.26,"35,509",538.00
129,CIT,"2,001.20",29,-7.80,-0.39,"2,010.00","2,012.00","1,993.00","2,001.09","2,471","2,009.00"
130,MHNL,268.50,23,4.30,1.63,267.50,273.00,265.10,269.77,"25,457",264.20
131,MKHL,647.00,"2,000",-5.00,-0.77,639.00,668.00,639.00,652.92,"25,345",652.00
132,AHPC,265.00,15,6.70,2.59,262.90,267.20,258.00,263.91,"185,302",258.30
133,MMKJL,770.10,300,-19.90,-2.52,780.00,795.00,761.00,771.99,"30,377",790.00
134,MNMF1,9.21,100,0.09,0.99,9.00,9.48,9.00,9.25,"32,300",9.12
135,SGIC,690.00,100,-7.00,-1.00,692.00,698.90,685.00,691.78,"22,792",697.00
136,RHPL,451.90,25,2.40,0.53,450.00,456.00,445.00,452.64,"61,962",449.50
137,AKPL,239.00,500,0.00,0.00,236.00,242.70,236.00,240.23,"48,109",239.00
138,MEHL,554.11,45,-8.59,-1.53,563.00,569.00,550.00,559.80,"44,006",562.70
139,SHINE,410.00,50,0.00,0.00,418.00,418.00,408.00,411.75,"14,316",410.00
140,SADBL,397.10,40,-3.90,-0.97,405.00,406.00,397.00,400.29,"17,028",401.00
141,RLFL,511.40,50,-18.60,-3.51,530.00,534.50,509.00,519.65,"37,526",530.00
142,RADHI,355.80,12,0.80,0.23,348.00,364.00,348.00,357.86,"55,093",355.00
143,AKJCL,199.20,30,-0.30,-0.15,203.40,203.40,198.20,200.20,"54,749",199.50
144,DORDI,593.50,10,-14.40,-2.37,605.00,612.00,593.10,599.20,"20,904",607.90
145,SHLB,"2,540.10",30,32.00,1.28,"2,512.00","2,619.00","2,512.00","2,566.27","2,837","2,508.10"
146,MLBS,"2,130.00",30,-30.00,-1.39,"2,121.00","2,188.00","2,121.00","2,138.09","3,026","2,160.00"
147,HLI,482.00,4,2.00,0.42,482.00,484.00,474.00,479.99,"42,286",480.00
148,NIMB,212.00,10,0.40,0.19,214.00,214.90,211.20,212.68,"53,511",211.60
149,HEI,655.00,694,-8.00,-1.21,674.00,674.00,642.00,651.48,"14,378",663.00
150,IGI,600.00,234,-5.00,-0.83,604.00,607.00,595.20,599.04,"11,980",605.00
151,SPHL,846.00,190,0.00,0.00,841.00,857.00,836.10,843.88,"7,539",846.00
152,USHEC,700.00,40,5.00,0.72,681.10,703.00,681.10,696.38,"11,848",695.00
153,RHGCL,608.90,10,-13.10,-2.11,634.40,634.40,606.20,611.58,"15,412",622.00
154,ULHC,559.00,10,14.00,2.57,537.00,565.00,537.00,558.37,"33,836",545.00
155,IHL,761.70,440,6.70,0.89,755.00,769.00,751.00,757.19,"23,654",755.00
156,JOSHI,420.00,106,-7.00,-1.64,430.00,430.00,416.60,421.25,"29,711",427.00
157,SHL,509.00,150,-9.00,-1.74,520.00,520.00,502.10,511.91,"32,241",518.00
158,BHDC,719.00,300,-1.00,-0.14,720.00,730.00,710.00,716.89,"24,341",720.00
159,RIDI,229.40,606,-1.50,-0.65,226.30,235.40,226.30,231.31,"50,250",230.90
160,FMDBL,722.60,86,-2.40,-0.33,732.00,735.80,722.30,726.88,"2,274",725.00
161,BARUN,449.90,500,3.90,0.87,454.90,454.90,446.00,449.22,"61,376",446.00
162,KDL,"1,100.00",10,-22.00,-1.96,"1,139.00","1,139.00","1,094.00","1,106.17","2,140","1,122.00"
163,USLB,"1,515.00",10,15.00,1.00,"1,530.00","1,580.00","1,502.00","1,522.40","1,413","1,500.00"
164,RAWA,811.00,60,4.00,0.50,800.20,821.90,800.20,810.89,"6,062",807.00
165,NMFBS,"1,283.60",50,-15.40,-1.19,"1,321.00","1,321.00","1,281.00","1,291.47","2,046","1,299.00"
166,NLIC,763.00,50,2.91,0.38,775.20,775.20,760.00,764.69,"41,406",760.09
167,RSDC,656.30,43,1.30,0.20,668.10,668.10,655.00,659.27,"1,793",655.00
168,SMB,"2,815.00",20,173.00,6.55,"2,642.00","2,906.00","2,632.10","2,777.77","13,030","2,642.00"
169,EBL,599.90,10,1.90,0.32,602.00,605.00,597.00,599.76,"14,463",598.00
170,SMH,"1,080.10",10,-31.90,-2.87,"1,132.00","1,132.00","1,080.10","1,097.33","1,338","1,112.00"
171,LEC,208.60,120,-1.40,-0.67,214.00,218.00,207.30,210.48,"28,000",210.00
172,SPL,963.60,10,-11.40,-1.17,965.00,975.00,962.30,968.91,"2,340",975.00
173,ANLB,"4,832.00",10,-166.00,-3.32,"5,000.00","5,000.00","4,830.00","4,901.88",211,"4,998.00"
174,ALBSL,831.10,11,-8.90,-1.06,831.00,870.00,823.20,837.22,"4,879",840.00
175,CBBL,851.10,424,-2.90,-0.34,870.90,870.90,851.00,854.18,"6,852",854.00
176,OHL,945.00,12,37.80,4.17,900.00,945.00,900.00,924.40,"4,164",907.20
177,HHL,576.00,50,5.00,0.88,571.00,581.90,567.20,572.94,"17,303",571.00
178,NIL,940.00,20,-2.90,-0.31,942.00,943.90,937.00,940.54,"17,367",942.90
179,MFIL,637.00,40,0.00,0.00,644.80,648.90,635.00,636.95,"12,283",637.00
180,MSHL,942.00,100,-5.20,-0.55,947.00,958.40,940.00,944.47,680,947.20
181,PSF,10.00,100,-0.09,-0.89,10.29,10.90,9.89,10.86,"149,780",10.09
182,NICFC,8.98,100,-0.01,-0.11,8.89,9.07,8.89,9.04,"4,100",8.99
183,MKHC,571.00,370,-2.90,-0.51,574.00,597.00,565.00,574.79,"38,633",573.90
184,FOWAD,"1,230.90",350,5.90,0.48,"1,225.00","1,232.80","1,220.00","1,226.62","1,238","1,225.00"
185,RMF2,9.14,"1,900",0.01,0.11,8.96,9.14,8.96,9.10,"2,450",9.13
186,NBL,252.00,200,-2.00,-0.79,259.00,259.00,251.70,253.48,"21,328",254.00
187,ADBL,288.20,500,4.20,1.48,287.50,289.60,285.00,288.47,"23,010",284.00
188,MPFL,628.50,50,4.50,0.72,636.40,636.40,623.70,627.60,"10,481",624.00
189,BFC,609.50,50,-10.50,-1.69,632.40,632.40,600.80,608.00,"37,403",620.00
190,BPCL,397.10,10,-1.90,-0.48,399.00,415.00,397.00,399.40,"7,205",399.00
191,MAKAR,690.00,10,16.10,2.39,673.90,695.00,673.90,685.84,"33,389",673.90
192,SMJC,579.50,10,7.50,1.31,583.00,583.00,571.00,575.87,"28,635",572.00
193,LICN,"1,101.50",100,2.50,0.23,"1,099.90","1,125.00","1,099.90","1,112.12","5,223","1,099.00"
194,SDBD87,"1,058.00",1,18.00,1.73,"1,049.00","1,058.00","1,049.00","1,053.04",403,"1,040.00"
195,ALICL,755.00,10,12.40,1.67,728.00,760.00,728.00,746.55,"32,565",742.60
196,MLBSL,"2,220.00",80,10.00,0.45,"2,248.00","2,252.00","2,212.00","2,222.42","2,601","2,210.00"
197,GHL,208.50,975,-1.50,-0.71,212.00,214.00,208.20,210.81,"31,174",210.00
198,KDBY,9.37,200,-0.36,-3.70,9.54,9.54,9.30,9.42,"3,200",9.73
199,NTC,925.70,220,8.90,0.97,920.00,934.00,920.00,926.63,"15,832",916.80
200,GUFL,599.00,40,-3.00,-0.50,608.40,608.40,595.00,601.88,"18,470",602.00
201,CZBIL,208.10,33,0.70,0.34,209.00,211.00,207.10,209.44,"39,866",207.40
202,CHCL,505.10,340,-9.80,-1.90,520.00,520.00,505.10,509.82,"15,894",514.90
203,SLBBL,918.60,100,-5.40,-0.58,924.00,925.00,918.50,922.55,"1,429",924.00
204,CGH,900.00,40,-6.00,-0.66,924.10,924.10,896.80,904.90,"9,419",906.00
205,SICL,808.00,500,-3.00,-0.37,810.00,811.00,804.20,806.86,"5,579",811.00
206,AVYAN,"1,035.00",10,-5.00,-0.48,"1,019.20","1,060.20","1,019.20","1,034.35","1,695","1,040.00"
207,GLBSL,"2,407.00",80,47.00,1.99,"2,360.00","2,407.00","2,340.00","2,378.09","3,978","2,360.00"
208,TRH,"1,163.00",90,-20.00,-1.69,"1,177.70","1,180.00","1,163.00","1,168.95","2,670","1,183.00"
209,NUBL,684.00,40,-7.50,-1.08,682.10,690.00,682.10,685.01,"4,059",691.50
210,MERO,664.00,15,-1.00,-0.15,677.00,677.00,662.00,667.94,"6,950",665.00
211,MBL,227.00,162,0.00,0.00,229.50,231.50,225.00,228.51,"40,823",227.00
212,HBL,228.00,10,-1.00,-0.44,232.00,233.00,225.00,227.60,"26,732",229.00
213,DDBL,783.00,100,-1.00,-0.13,785.00,790.00,780.00,783.20,"1,782",784.00
214,NMLBBL,668.00,11,3.00,0.45,675.00,675.00,661.00,670.77,"7,340",665.00
215,BNHC,531.90,10,1.90,0.36,520.00,538.90,520.00,533.31,"35,319",530.00
216,NMB,241.20,148,-2.90,-1.19,242.20,246.90,241.20,244.02,"23,696",244.10
217,SMFBS,"1,979.00",33,26.10,1.34,"1,951.00","1,979.00","1,938.00","1,953.28","4,179","1,952.90"
218,BGWT,"1,064.00",10,-3.90,-0.37,"1,046.60","1,085.00","1,046.60","1,065.71","13,067","1,067.90"
219,SWBBL,875.10,100,-0.90,-0.10,886.90,887.40,865.10,869.22,"23,693",876.00
220,GIBF1,9.60,100,-0.20,-2.04,9.90,10.05,9.60,9.66,"261,900",9.80
221,EDBL,590.00,15,-6.00,-1.01,600.00,602.00,587.10,588.63,"119,363",596.00
222,NADEP,921.20,20,-25.80,-2.72,940.00,940.00,916.00,929.33,"1,781",947.00
223,MLBBL,"1,630.60",15,-13.30,-0.81,"1,620.00","1,678.00","1,620.00","1,636.88","4,940","1,643.90"
224,MDB,638.00,90,2.00,0.31,625.00,650.00,625.00,637.40,"17,966",636.00
225,RMF1,9.08,100,0.01,0.11,8.89,9.08,8.89,8.94,"12,710",9.07
226,MEN,604.50,10,1.80,0.30,609.00,612.00,602.60,606.86,"22,629",602.70
227,SBID89,"1,080.10",50,-18.90,-1.72,"1,099.50","1,099.50","1,080.00","1,080.31",960,"1,099.00"
228,KEF,8.99,500,-0.17,-1.86,9.08,9.08,8.82,8.92,"14,600",9.16
229,HLBSL,958.10,10,2.10,0.22,974.90,974.90,948.30,952.88,"3,343",956.00
230,NSIF2,10.26,100,0.00,0.00,10.06,10.27,10.06,10.25,"2,850",10.26
231,NICL,"1,010.00",25,-9.00,-0.88,"1,011.00","1,015.00",999.00,"1,001.53","4,276","1,019.00"
232,UHEWA,864.00,10,-5.00,-0.58,852.00,885.00,852.00,864.46,"5,697",869.00
233,NBLD82,"1,077.00",2,0.00,0.00,"1,077.00","1,077.00","1,077.00","1,077.13",305,"1,077.00"
234,MATRI,"1,176.00",11,0.40,0.03,"1,161.00","1,204.00","1,161.00","1,183.53","1,136","1,175.60"
235,ACLBSL,"1,037.00",13,0.00,0.00,"1,024.00","1,044.00","1,024.00","1,040.95","2,858","1,037.00"
236,GBLBS,781.00,40,-9.00,-1.14,799.90,799.90,777.40,788.70,"2,843",790.00
237,SEF,9.56,400,0.00,0.00,9.39,9.56,9.38,9.53,"56,900",9.56
238,NESDO,"2,265.00",10,11.00,0.49,"2,260.00","2,293.40","2,254.20","2,281.72","1,223","2,254.00"
239,WNLB,"2,800.00",10,38.90,1.41,"2,740.00","2,825.00","2,710.10","2,780.65","1,513","2,761.10"
240,UAIL,672.00,10,-4.00,-0.59,675.00,681.90,668.00,675.51,"5,714",676.00
241,RBCL,"14,465.00",10,-40.00,-0.28,"14,400.00","14,598.90","14,400.00","14,468.87",140,"14,505.00"
242,CCBD88,"1,170.00",25,-20.00,-1.68,"1,190.00","1,190.00","1,103.00","1,129.81","1,901","1,190.00"
243,MSLB,"1,438.20",10,0.20,0.01,"1,445.00","1,445.00","1,410.00","1,423.89",524,"1,438.00"
244,NLICP,452.00,"10,000",0.00,0.00,452.00,452.00,452.00,452.00,"10,000",452.00
245,BBC,"5,800.00",70,-32.00,-0.55,"5,915.00","5,915.00","5,787.00","5,807.59",775,"5,832.00"
246,NHDL,926.00,10,0.70,0.08,935.00,940.00,885.00,911.27,"14,857",925.30
247,LBBL,454.00,21,-10.00,-2.16,473.00,482.00,454.00,464.77,"14,524",464.00
248,PRIN,995.00,10,-3.00,-0.30,998.00,"1,007.00",988.10,992.56,"4,228",998.00
249,VLBS,822.00,10,-3.00,-0.36,831.40,835.00,820.00,823.33,480,825.00
250,SIFC,530.00,68,-6.00,-1.12,544.90,544.90,521.00,529.29,"10,913",536.00
251,MMF1,8.65,"5,000",-0.13,-1.48,8.61,8.78,8.61,8.65,"16,190",8.78
252,UNL,"47,490.00",10,708.00,1.51,"47,490.00","47,490.00","47,490.00","47,490.00",10,"46,782.00"
253,NIBSF2,8.43,300,-0.17,-1.98,8.45,8.45,8.43,8.44,"4,810",8.60
254,TSHL,860.00,20,-3.00,-0.35,880.00,880.00,860.00,864.57,"1,520",863.00
255,GWFD83,"1,200.00",100,-7.00,-0.58,"1,196.00","1,200.00","1,196.00","1,199.30",430,"1,207.00"
256,ILBS,955.10,9,-4.70,-0.49,951.00,966.00,943.00,953.87,"2,180",959.80
257,SANIMA,298.00,100,0.00,0.00,303.90,303.90,296.00,299.47,"26,762",298.00
258,H8020,10.05,150,-0.03,-0.30,9.88,10.05,9.88,10.05,"16,150",10.08
259,BNT,"13,557.00",10,5.90,0.04,"13,750.00","13,800.00","13,501.00","13,604.51",154,"13,551.10"
260,STC,"5,345.00",10,0.00,0.00,"5,400.00","5,400.00","5,345.00","5,361.58",599,"5,345.00"
261,GILB,"1,214.00",10,3.00,0.25,"1,211.00","1,230.00","1,188.10","1,195.89","2,276","1,211.00"
262,BNL,"19,393.40",10,"1,393.40",7.74,"18,000.00","19,800.00","18,000.00","19,161.68",90,"18,000.00"
263,PBD85,"1,030.00",25,0.00,0.00,"1,030.00","1,030.00","1,030.00","1,030.00",25,"1,030.00"
264,ULBSL,"4,100.00",16,-32.00,-0.77,"4,068.00","4,230.00","4,067.00","4,178.59","2,516","4,132.00"
265,SLCF,9.41,"4,060",0.00,0.00,9.41,9.42,9.41,9.41,"11,300",9.41
266,NBF2,9.16,100,-0.06,-0.65,9.22,9.29,9.11,9.20,"2,841",9.22
267,EBLD86,"1,032.00",25,-13.50,-1.29,"1,032.00","1,032.00","1,032.00","1,032.00",25,"1,045.50"
268,NICGF,10.56,500,-0.14,-1.31,10.61,10.61,10.56,10.60,"50,689",10.70
269,SAMAJ,"3,412.90",10,-55.10,-1.59,"3,480.00","3,480.00","3,346.00","3,371.94",230,"3,468.00"
270,NICGF2,8.55,100,0.03,0.35,8.51,8.55,8.51,8.52,"1,300",8.52
271,KSY,8.45,100,-0.13,-1.52,8.75,8.75,8.45,8.53,"1,800",8.58
272,SIGS2,9.62,"4,199",0.18,1.91,9.62,9.62,9.62,9.62,"4,199",9.44
273,SBLD89,"1,199.00",100,-17.00,-1.40,"1,199.00","1,199.00","1,199.00","1,199.00",100,"1,216.00"
274,LVF2,9.02,100,-0.05,-0.55,8.96,9.05,8.96,9.01,700,9.07
