SN,Symbol,LTP,LTV,Point Change,% Change,Open Price,High Price,Low Price,Avg Traded Price,Volume,Previous Closing
275,NABILD87,"1,056.00",25,1.00,0.09,"1,055.00","1,056.00","1,055.00","1,055.35",72,"1,055.00"
276,SBCF,9.17,"1,000",-0.03,-0.33,9.20,9.20,9.17,9.17,"11,800",9.20
277,LUK,9.55,"3,000",-0.01,-0.10,9.75,9.75,9.37,9.55,"3,200",9.56
278,CMF1,10.62,624,-0.11,-1.03,10.80,10.87,10.62,10.79,"3,124",10.73
279,JSLBB,"1,605.00",170,5.00,0.31,"1,632.00","1,632.00","1,576.00","1,604.02","1,014","1,600.00"
280,HEIP,440.00,200,-20.00,-4.35,451.00,451.00,440.00,442.32,"1,150",460.00
281,NICD83/84,"1,135.00",1,0.00,0.00,"1,135.00","1,135.00","1,135.00","1,112.30",1,"1,135.00"
282,LBBLD89,"1,165.00",97,-20.80,-1.75,"1,185.80","1,185.80","1,165.00","1,165.00",100,"1,185.80"
283,LLBS,"1,120.00",200,-17.80,-1.56,"1,116.00","1,160.50","1,074.00","1,133.29",609,"1,137.80"
284,SIGS3,9.56,100,-0.06,-0.62,9.60,9.70,9.51,9.63,900,9.62
285,NBF3,9.20,100,0.12,1.32,8.95,9.20,8.93,9.03,"15,900",9.08
286,PRSF,9.88,100,0.00,0.00,9.80,9.88,9.80,9.83,400,9.88
287,SFEF,9.07,200,-0.15,-1.63,9.07,9.07,9.05,9.07,400,9.22
288,NICD88,"1,023.00",47,3.00,0.29,"1,023.00","1,023.00","1,023.00","1,023.00",72,"1,020.00"
289,MND84/85,"1,031.00",20,-21.00,-2.00,"1,031.00","1,031.00","1,031.00","1,031.00",20,"1,052.00"
290,MBLD87,"1,030.00",25,9.00,0.88,"1,030.00","1,030.00","1,030.00","1,030.00",25,"1,021.00"
291,GBILD84/85,"1,135.00",25,-15.00,-1.30,"1,135.00","1,135.00","1,135.00","1,135.00",25,"1,150.00"
292,SCBD,"1,065.00",20,-16.00,-1.48,"1,081.00","1,081.00","1,065.00","1,065.02",25,"1,081.00"
293,NICBF,9.17,400,-0.01,-0.11,9.35,9.35,9.17,9.20,600,9.18
294,SBLD2082,"1,046.00",5,-19.00,-1.78,"1,050.10","1,050.10","1,046.00","1,049.27",140,"1,065.00"
295,PBD88,"1,116.00",25,5.00,0.45,"1,111.00","1,116.00","1,111.00","1,114.48",82,"1,111.00"
296,GBBD85,"1,025.10",25,0.10,0.01,"1,025.00","1,025.10","1,025.00","1,025.10",30,"1,025.00"
297,NIBLGF,8.65,200,-0.12,-1.37,8.60,8.65,8.60,8.63,400,8.77
298,JBBD87,"1,050.00",300,14.00,1.35,"1,050.00","1,050.00","1,050.00","1,050.00",300,"1,036.00"
299,NIMBPO,163.00,10,-0.10,-0.06,164.50,164.50,159.90,160.18,311,163.10
300,NMB50,10.40,100,0.17,1.66,10.43,10.43,10.23,10.25,"2,800",10.23
301,BOKD86,"1,030.00",25,0.00,0.00,"1,030.00","1,030.00","1,030.00","1,030.00",25,"1,030.00"
302,ICFCD83,"1,210.00",190,-3.00,-0.25,"1,210.00","1,210.00","1,210.00","1,210.00",190,"1,213.00"
303,KBLD89,"1,140.30",1,0.00,0.00,"1,140.30","1,140.30","1,140.30","1,135.34",5,"1,140.30"
304,SBLD84,"1,008.50",25,-20.50,-1.99,"1,008.50","1,008.50","1,008.50","1,008.50",25,"1,029.00"
305,CBLD88,"1,137.00",45,-23.00,-1.98,"1,137.00","1,137.00","1,137.00","1,137.00",45,"1,160.00"
306,C30MF,8.90,200,-0.10,-1.11,8.90,8.90,8.90,8.90,200,9.00
307,RBCLPO,"11,300.00",20,-200.00,-1.74,"11,310.00","11,310.00","11,300.00","11,302.75",40,"11,500.00"
308,MFLD85,"1,055.00",25,5.00,0.48,"1,055.00","1,055.00","1,055.00","1,055.00",25,"1,050.00"
309,NMLBBLP,366.00,"1,000",1.00,0.27,366.00,366.00,366.00,366.00,"1,000",365.00
310,CMF2,9.28,100,0.00,0.00,9.28,9.28,9.28,9.28,100,9.28
