SN,Symbol,LTP,LTV,Point Change,% Change,Open Price,High Price,Low Price,Avg Traded Price,Volume,Previous Closing
275,RMF2,8.97,100,-0.16,-1.75,8.96,8.97,8.96,8.96,550,9.13
276,SIGS3,9.56,100,-0.06,-0.62,9.60,9.70,9.51,9.63,900,9.62
277,NBF3,9.20,100,0.12,1.32,8.95,9.20,8.93,9.03,"15,900",9.08
278,PRSF,9.88,100,0.00,0.00,9.80,9.88,9.80,9.83,400,9.88
279,SFEF,9.07,200,-0.15,-1.63,9.07,9.07,9.05,9.07,400,9.22
280,BBC,"5,848.00",10,16.00,0.27,"5,915.00","5,915.00","5,787.00","5,809.15",665,"5,832.00"
281,NSIF2,10.25,500,-0.01,-0.10,10.06,10.27,10.06,10.25,"2,750",10.26
282,NICD88,"1,023.00",47,3.00,0.29,"1,023.00","1,023.00","1,023.00","1,023.00",72,"1,020.00"
283,MND84/85,"1,031.00",20,-21.00,-2.00,"1,031.00","1,031.00","1,031.00","1,031.00",20,"1,052.00"
284,MBLD87,"1,030.00",25,9.00,0.88,"1,030.00","1,030.00","1,030.00","1,030.00",25,"1,021.00"
285,GBILD84/85,"1,135.00",25,-15.00,-1.30,"1,135.00","1,135.00","1,135.00","1,135.00",25,"1,150.00"
286,SCBD,"1,065.00",20,-16.00,-1.48,"1,081.00","1,081.00","1,065.00","1,065.02",25,"1,081.00"
287,NICSF,9.75,102,0.54,5.86,9.20,9.95,9.20,9.59,"47,513",9.21
288,NICBF,9.17,400,-0.01,-0.11,9.35,9.35,9.17,9.20,600,9.18
289,SBLD2082,"1,046.00",5,-19.00,-1.78,"1,050.10","1,050.10","1,046.00","1,049.27",140,"1,065.00"
290,PBD88,"1,116.00",25,5.00,0.45,"1,111.00","1,116.00","1,111.00","1,114.48",82,"1,111.00"
291,GBBD85,"1,025.10",25,0.10,0.01,"1,025.00","1,025.10","1,025.00","1,025.10",30,"1,025.00"
292,NIBLGF,8.65,200,-0.12,-1.37,8.60,8.65,8.60,8.63,400,8.77
293,JBBD87,"1,050.00",300,14.00,1.35,"1,050.00","1,050.00","1,050.00","1,050.00",300,"1,036.00"
294,SBID89,"1,099.50",10,0.50,0.05,"1,099.50","1,099.50","1,099.50","1,099.50",10,"1,099.00"
295,NIMBPO,163.00,10,-0.10,-0.06,164.50,164.50,159.90,160.18,311,163.10
296,NMB50,10.40,100,0.17,1.66,10.43,10.43,10.23,10.25,"2,800",10.23
297,BOKD86,"1,030.00",25,0.00,0.00,"1,030.00","1,030.00","1,030.00","1,030.00",25,"1,030.00"
298,SDBD87,"1,050.00",100,10.00,0.96,"1,049.00","1,050.00","1,049.00","1,049.50",200,"1,040.00"
299,ICFCD83,"1,210.00",190,-3.00,-0.25,"1,210.00","1,210.00","1,210.00","1,210.00",190,"1,213.00"
300,KBLD89,"1,140.30",1,0.00,0.00,"1,140.30","1,140.30","1,140.30","1,135.34",5,"1,140.30"
301,SBLD84,"1,008.50",25,-20.50,-1.99,"1,008.50","1,008.50","1,008.50","1,008.50",25,"1,029.00"
302,CBLD88,"1,137.00",45,-23.00,-1.98,"1,137.00","1,137.00","1,137.00","1,137.00",45,"1,160.00"
303,C30MF,8.90,200,-0.10,-1.11,8.90,8.90,8.90,8.90,200,9.00
304,RBCLPO,"11,300.00",20,-200.00,-1.74,"11,310.00","11,310.00","11,300.00","11,302.75",40,"11,500.00"
305,MFLD85,"1,055.00",25,5.00,0.48,"1,055.00","1,055.00","1,055.00","1,055.00",25,"1,050.00"
306,NMLBBLP,366.00,"1,000",1.00,0.27,366.00,366.00,366.00,366.00,"1,000",365.00
307,CMF2,9.28,100,0.00,0.00,9.28,9.28,9.28,9.28,100,9.28
