SN,Symbol,LTP,LTV,Point Change,% Change,Open Price,High Price,Low Price,Avg Traded Price,Volume,Previous Closing
60,SHIVM,553.40,357,-1.90,-0.34,556.10,560.00,550.50,555.30,"52,235",555.30
61,KMCDB,"1,056.00",10,-4.00,-0.38,"1,055.00","1,080.00","1,035.30","1,053.54","1,500","1,060.00"
62,SAPDBL,"1,349.00",50,-16.00,-1.17,"1,390.00","1,474.20","1,301.00","1,365.94","124,911","1,365.00"
63,KSBBL,443.00,500,-3.00,-0.67,451.00,452.00,440.00,442.50,"25,671",446.00
64,EBL,598.20,45,0.20,0.03,602.00,605.00,597.00,599.93,"13,046",598.00
65,NGPL,284.00,100,16.00,5.97,270.00,290.60,270.00,281.29,"407,108",268.00
66,GLBSL,"2,400.00",10,40.00,1.69,"2,360.00","2,400.00","2,340.00","2,368.96","2,788","2,360.00"
67,NYADI,599.20,90,-5.80,-0.96,592.90,609.00,592.90,602.70,"69,387",605.00
68,HEI,651.00,390,-12.00,-1.81,674.00,674.00,642.00,651.16,"12,593",663.00
69,SFCL,563.00,310,-17.00,-2.93,570.00,580.00,560.00,567.07,"52,334",580.00
70,NRIC,897.00,58,-23.00,-2.50,938.40,938.40,891.00,901.11,"68,616",920.00
71,SINDU,"1,090.10",90,17.20,1.60,"1,072.50","1,119.00","1,072.50","1,101.39","89,893","1,072.90"
72,HDL,"1,177.50",18,-3.50,-0.30,"1,204.60","1,204.60","1,177.50","1,183.45","11,889","1,181.00"
73,BFC,605.00,40,-15.00,-2.42,632.40,632.40,600.80,610.05,"27,112",620.00
74,TAMOR,598.50,50,-1.50,-0.25,602.00,613.00,596.10,605.53,"88,636",600.00
75,CZBIL,208.10,139,0.70,0.34,209.00,211.00,207.10,209.44,"39,674",207.40
76,DORDI,595.00,100,-12.90,-2.12,605.00,612.00,595.00,599.59,"19,166",607.90
77,NIMB,211.60,102,0.00,0.00,214.00,214.90,211.20,212.73,"51,495",211.60
78,MATRI,"1,197.00",10,21.40,1.82,"1,161.00","1,204.00","1,161.00","1,183.61","1,125","1,175.60"
79,PRVU,221.50,1,-2.80,-1.25,226.70,227.40,221.50,223.94,"69,859",224.30
80,SLBBL,918.60,86,-5.40,-0.58,924.00,925.00,918.50,922.85,"1,329",924.00
81,SGHC,559.90,162,4.90,0.88,555.00,570.00,555.00,561.00,"17,952",555.00
82,GCIL,506.00,11,-3.10,-0.61,509.10,513.90,505.00,508.87,"21,822",509.10
83,SPDL,338.30,26,3.30,0.99,338.00,343.90,336.10,339.81,"132,471",335.00
84,MKHL,649.00,50,-3.00,-0.46,639.00,668.00,639.00,653.90,"20,337",652.00
85,SADBL,401.30,10,0.30,0.07,405.00,406.00,397.00,401.33,"12,225",401.00
86,ACLBSL,"1,037.00",13,0.00,0.00,"1,024.00","1,044.00","1,024.00","1,041.11","2,745","1,037.00"
87,HPPL,513.10,100,8.10,1.60,494.90,520.00,494.90,509.88,"125,684",505.00
88,MEL,357.40,205,0.30,0.08,364.00,364.00,356.50,359.85,"43,395",357.10
89,CIT,"2,003.00",10,-6.00,-0.30,"2,010.00","2,012.00","1,993.00","2,001.11","2,149","2,009.00"
90,HDHPC,199.40,200,0.40,0.20,200.90,202.50,199.30,201.18,"68,383",199.00
91,MEN,602.90,100,0.20,0.03,609.00,612.00,602.60,606.88,"22,511",602.70
92,NTC,925.80,20,9.00,0.98,920.00,934.00,920.00,926.86,"12,364",916.80
93,SMATA,842.00,10,-15.90,-1.85,845.00,860.00,838.20,843.43,"1,786",857.90
94,NMB,242.00,20,-2.10,-0.86,242.20,246.90,242.00,244.18,"22,145",244.10
95,CYCL,"1,542.10",10,-1.00,-0.06,"1,515.00","1,569.80","1,515.00","1,536.69","3,105","1,543.10"
96,GWFD83,"1,200.00",100,-7.00,-0.58,"1,196.00","1,200.00","1,196.00","1,199.30",430,"1,207.00"
97,PHCL,574.20,190,-10.50,-1.80,596.30,596.30,568.40,576.44,"31,267",584.70
98,UPCL,289.00,210,1.00,0.35,289.10,295.00,288.00,291.56,"94,164",288.00
99,ILI,489.80,12,-2.30,-0.47,492.00,499.00,483.20,491.93,"23,368",492.10
100,BHPL,"1,005.20",70,-34.80,-3.35,"1,040.00","1,040.00",998.90,"1,007.97","15,121","1,040.00"
101,MBJC,356.30,10,-1.20,-0.34,355.20,362.30,353.00,359.03,"36,887",357.50
102,BNHC,531.20,200,1.20,0.23,520.00,538.90,520.00,533.56,"33,199",530.00
103,MAKAR,691.00,10,17.10,2.54,673.90,695.00,673.90,685.77,"30,789",673.90
104,USHEC,695.00,70,0.00,0.00,681.10,703.00,681.10,695.89,"9,528",695.00
105,VLUCL,765.10,10,35.10,4.81,715.40,774.90,715.40,759.06,"98,725",730.00
106,SMHL,"1,250.90",10,-135.10,-9.75,"1,358.30","1,358.30","1,250.20","1,257.20","34,057","1,386.00"
107,TRH,"1,170.00",100,-13.00,-1.10,"1,177.70","1,180.00","1,170.00","1,173.25","1,360","1,183.00"
108,LEC,211.90,960,1.90,0.90,214.00,218.00,207.30,210.51,"27,150",210.00
109,CHDC,"1,844.90",10,-6.10,-0.33,"1,851.00","1,880.00","1,815.00","1,842.60","52,832","1,851.00"
110,HHL,573.00,10,2.00,0.35,571.00,581.90,567.20,572.67,"15,878",571.00
111,GBIME,222.20,100,-0.80,-0.36,222.00,225.40,222.00,223.45,"32,178",223.00
112,NLIC,762.50,100,2.41,0.32,775.20,775.20,760.00,764.76,"39,030",760.09
113,GFCL,725.20,50,-1.80,-0.25,727.00,740.00,715.50,731.20,"15,050",727.00
114,SJCL,357.10,20,-2.80,-0.78,360.00,362.80,356.00,358.71,"12,166",359.90
115,ADBL,289.50,39,5.50,1.94,287.50,289.60,285.00,288.48,"22,030",284.00
116,SGIC,690.00,30,-7.00,-1.00,692.00,698.90,685.00,691.86,"21,429",697.00
117,SPHL,837.00,10,-9.00,-1.06,841.00,857.00,836.10,843.84,"6,619",846.00
118,RAWA,810.00,230,3.00,0.37,800.20,821.90,800.20,811.07,"5,492",807.00
119,RHPL,451.10,500,1.60,0.36,450.00,456.00,445.00,452.72,"59,486",449.50
120,CITY,920.00,10,-9.50,-1.02,935.00,944.00,920.00,925.75,"5,241",929.50
121,KPCL,548.00,281,-6.00,-1.08,565.00,565.00,548.00,552.68,"22,154",554.00
122,SLBSL,"2,197.90",100,199.80,10.00,"1,998.10","2,197.90","1,806.40","2,150.04","31,172","1,998.10"
123,NHDL,928.00,10,2.70,0.29,935.00,940.00,885.00,911.45,"14,487",925.30
124,CHCL,509.00,20,-5.90,-1.15,520.00,520.00,508.00,510.06,"14,694",514.90
125,CGH,897.00,119,-9.00,-0.99,924.10,924.10,896.80,905.04,"9,179",906.00
126,GRDBL,"1,450.00",10,51.10,3.65,"1,397.90","1,498.70","1,371.00","1,463.28","49,915","1,398.90"
127,AHL,827.00,25,10.00,1.22,833.00,833.00,816.00,821.19,"8,997",817.00
128,MEHL,553.60,10,-9.10,-1.62,563.00,569.00,550.00,559.98,"42,380",562.70
129,BHL,373.00,13,-4.30,-1.14,371.10,384.00,371.10,376.44,"7,071",377.30
130,MANDU,977.00,70,10.00,1.03,965.00,984.90,940.00,959.73,"9,093",967.00
131,PMLI,590.00,10,0.00,0.00,591.00,600.00,585.00,591.68,"26,065",590.00
132,NICL,"1,000.20",123,-18.80,-1.84,"1,011.00","1,015.00",999.00,"1,001.48","4,251","1,019.00"
133,MKHC,569.00,55,-4.90,-0.85,574.00,597.00,565.00,574.97,"37,308",573.90
134,NABBC,"1,147.90",10,25.80,2.30,"1,100.50","1,206.80","1,100.50","1,149.96","32,379","1,122.10"
135,WNLB,"2,787.00",10,25.90,0.94,"2,740.00","2,825.00","2,710.10","2,780.53","1,503","2,761.10"
136,ILBS,955.10,9,-4.70,-0.49,951.00,966.00,943.00,953.87,"2,180",959.80
137,MPFL,626.00,47,2.00,0.32,636.40,636.40,623.70,627.50,"8,911",624.00
138,UAIL,672.00,100,-4.00,-0.59,675.00,681.90,668.00,675.78,"5,309",676.00
139,GUFL,598.00,20,-4.00,-0.66,608.40,608.40,595.00,601.94,"18,060",602.00
140,AKPL,239.00,180,0.00,0.00,236.00,242.70,236.00,240.50,"42,089",239.00
141,BHDC,716.00,10,-4.00,-0.56,720.00,730.00,710.00,716.85,"23,071",720.00
142,BEDC,775.00,40,21.50,2.85,768.50,780.00,760.10,773.33,"39,419",753.50
143,SIFC,529.90,10,-6.10,-1.14,544.90,544.90,521.00,530.95,"7,448",536.00
144,MLBBL,"1,630.60",100,-13.30,-0.81,"1,620.00","1,678.00","1,620.00","1,637.08","4,780","1,643.90"
145,DLBS,"2,020.00",10,120.00,6.32,"1,862.00","2,090.00","1,862.00","1,972.73","9,278","1,900.00"
146,PPL,628.20,10,18.40,3.02,621.90,635.00,601.10,620.92,"35,722",609.80
147,NESDO,"2,265.00",10,11.00,0.49,"2,260.00","2,293.40","2,254.20","2,281.86","1,213","2,254.00"
148,NBL,252.50,10,-1.50,-0.59,259.00,259.00,251.70,253.51,"20,549",254.00
149,RADHI,355.10,52,0.10,0.03,348.00,364.00,348.00,357.86,"54,836",355.00
150,MLBS,"2,123.20",85,-36.80,-1.70,"2,121.00","2,188.00","2,121.00","2,139.73","2,358","2,160.00"
151,NICLBSL,653.20,10,-2.70,-0.41,657.00,659.90,650.10,654.12,"4,379",655.90
152,UHEWA,867.00,10,-2.00,-0.23,852.00,885.00,852.00,864.52,"5,517",869.00
153,MBL,225.50,700,-1.50,-0.66,229.50,231.50,225.00,228.51,"40,621",227.00
154,ALICL,755.00,20,12.40,1.67,728.00,760.00,728.00,746.15,"29,812",742.60
155,NWCL,"1,017.00",10,-13.20,-1.28,"1,049.00","1,049.00",999.00,"1,009.62","5,867","1,030.20"
156,MHCL,555.00,520,5.00,0.91,560.00,560.00,548.50,555.37,"20,388",550.00
157,FMDBL,728.90,47,3.90,0.54,732.00,735.80,722.30,727.08,"2,174",725.00
158,SMPDA,917.10,19,-10.30,-1.11,908.90,963.00,908.90,924.59,"3,846",927.40
159,MKCL,"1,521.00",100,-39.00,-2.50,"1,560.00","1,560.00","1,520.00","1,534.34","3,516","1,560.00"
160,SANIMA,298.00,100,0.00,0.00,303.90,303.90,296.00,299.47,"26,762",298.00
161,NICA,365.20,68,-4.60,-1.24,369.00,371.80,364.30,366.88,"42,174",369.80
162,MHNL,268.30,20,4.10,1.55,267.50,273.00,265.10,269.80,"24,833",264.20
163,USHL,840.00,10,-10.00,-1.18,855.00,855.00,825.20,833.71,"2,076",850.00
164,MKJC,588.00,100,9.00,1.55,590.50,594.00,582.00,589.55,"36,241",579.00
165,MERO,662.70,82,-2.30,-0.35,677.00,677.00,662.00,667.94,"6,935",665.00
166,IGI,596.00,385,-9.00,-1.49,604.00,607.00,595.20,599.02,"10,714",605.00
167,PCBL,244.00,52,-2.00,-0.81,248.00,249.00,243.10,244.85,"22,434",246.00
168,SHPC,482.50,"1,960",-1.50,-0.31,477.00,490.00,476.00,482.94,"75,151",484.00
169,PSF,10.00,300,-0.09,-0.89,10.29,10.90,9.89,10.86,"149,580",10.09
170,H8020,10.05,150,-0.03,-0.30,9.88,10.05,9.88,10.05,"16,150",10.08
171,NLG,"1,092.00",50,-6.00,-0.55,"1,104.50","1,105.00","1,085.00","1,091.29","117,922","1,098.00"
172,GLH,254.50,140,-0.90,-0.35,257.80,257.80,253.20,255.08,"38,652",255.40
173,NIL,938.00,356,-4.90,-0.52,942.00,943.90,937.00,940.68,"15,708",942.90
174,TVCL,594.20,200,-6.80,-1.13,606.00,606.00,593.00,596.49,"29,424",601.00
175,ENL,"1,212.00",80,-9.00,-0.74,"1,197.10","1,222.00","1,197.10","1,209.17","1,623","1,221.00"
176,GHL,208.30,60,-1.70,-0.81,212.00,214.00,208.20,210.98,"28,844",210.00
177,SMFBS,"1,948.00",100,-4.90,-0.25,"1,951.00","1,960.00","1,938.00","1,949.18","2,709","1,952.90"
178,RIDI,230.00,380,-0.90,-0.39,226.30,235.40,226.30,231.42,"46,404",230.90
179,IHL,760.80,30,5.80,0.77,755.00,769.00,751.00,757.00,"22,144",755.00
180,CBBL,853.00,136,-1.00,-0.12,870.90,870.90,851.00,854.42,"5,864",854.00
181,SBI,422.00,200,0.00,0.00,429.90,429.90,420.10,423.89,"16,820",422.00
182,GIBF1,9.60,"1,000",-0.20,-2.04,9.90,10.05,9.60,9.66,"259,800",9.80
183,SHL,506.20,824,-11.80,-2.28,520.00,520.00,502.10,512.14,"29,991",518.00
184,BNT,"13,557.00",10,5.90,0.04,"13,750.00","13,800.00","13,501.00","13,604.51",154,"13,551.10"
185,HIDCLP,170.00,250,-1.00,-0.58,172.00,180.00,169.00,171.98,"370,467",171.00
186,LSL,210.00,171,-2.00,-0.94,213.90,216.00,210.00,213.25,"50,865",212.00
187,SPL,962.30,10,-12.70,-1.30,965.00,975.00,962.30,968.93,"2,330",975.00
188,SSHL,232.00,10,-1.00,-0.43,234.00,237.00,232.00,233.94,"32,953",233.00
189,FOWAD,"1,223.00",235,-2.00,-0.16,"1,225.00","1,232.80","1,220.00","1,224.81",868,"1,225.00"
190,PMHPL,300.00,100,1.00,0.33,302.00,308.00,299.00,302.80,"31,186",299.00
191,MMKJL,768.60,12,-21.40,-2.71,780.00,795.00,761.00,772.78,"23,297",790.00
192,HLBSL,950.00,50,-6.00,-0.63,974.90,974.90,948.30,952.86,"3,333",956.00
193,SBL,282.20,102,-2.70,-0.95,285.00,290.00,279.30,282.13,"30,614",284.90
194,PROFL,558.50,200,0.50,0.09,569.00,569.00,558.00,560.83,"21,739",558.00
195,AKJCL,199.00,20,-0.50,-0.25,203.40,203.40,199.00,200.27,"51,835",199.50
196,JBLB,"1,344.00",10,-11.00,-0.81,"1,355.00","1,375.00","1,342.50","1,349.50","2,625","1,355.00"
197,SCB,679.00,62,-2.00,-0.29,694.00,694.00,675.00,680.74,"4,259",681.00
198,GMFIL,484.10,275,-1.00,-0.21,485.10,494.00,484.00,486.34,"16,056",485.10
199,STC,"5,345.00",10,0.00,0.00,"5,400.00","5,400.00","5,345.00","5,361.58",599,"5,345.00"
200,GILB,"1,214.00",10,3.00,0.25,"1,211.00","1,230.00","1,188.10","1,195.89","2,276","1,211.00"
201,ULHC,559.00,10,14.00,2.57,537.00,565.00,537.00,558.52,"31,646",545.00
202,SICL,807.00,10,-4.00,-0.49,810.00,811.00,804.20,806.71,"4,795",811.00
203,EHPL,813.00,10,-2.00,-0.25,800.00,822.00,800.00,814.31,"6,724",815.00
204,MCHL,643.20,200,4.20,0.66,639.00,650.00,639.00,643.58,"5,819",639.00
205,CKHL,832.00,50,16.00,1.96,820.00,841.50,804.00,822.20,"23,614",816.00
206,GVL,552.00,73,1.00,0.18,551.00,558.00,545.00,551.28,"4,033",551.00
207,BNL,"19,393.40",10,"1,393.40",7.74,"18,000.00","19,800.00","18,000.00","19,161.68",90,"18,000.00"
208,SHLB,"2,541.00",20,32.90,1.31,"2,512.00","2,619.00","2,512.00","2,569.51","2,476","2,508.10"
209,ALBSL,840.00,10,0.00,0.00,831.00,870.00,823.20,837.25,"4,858",840.00
210,PRIN,988.10,38,-9.90,-0.99,998.00,"1,007.00",988.10,992.60,"4,158",998.00
211,MLBL,372.30,917,-4.70,-1.25,382.00,382.00,372.30,375.88,"13,331",377.00
212,MHL,979.20,50,-108.80,-10.00,"1,066.30","1,066.30",979.20,980.27,"12,699","1,088.00"
213,MSLB,"1,410.00",10,-28.00,-1.95,"1,445.00","1,445.00","1,410.00","1,423.61",514,"1,438.00"
214,MLBSL,"2,214.20",100,4.20,0.19,"2,248.00","2,252.00","2,212.00","2,223.74","2,191","2,210.00"
215,SALICO,743.70,10,-1.20,-0.16,742.00,750.00,732.00,741.06,"5,210",744.90
216,PBD85,"1,030.00",25,0.00,0.00,"1,030.00","1,030.00","1,030.00","1,030.00",25,"1,030.00"
217,ULBSL,"4,100.00",16,-32.00,-0.77,"4,068.00","4,230.00","4,067.00","4,178.59","2,516","4,132.00"
218,MSHL,942.90,10,-4.30,-0.45,947.00,958.40,940.00,945.84,430,947.20
219,NMLBBL,668.00,26,3.00,0.45,675.00,675.00,661.00,670.78,"7,300",665.00
220,SKBBL,815.30,130,-1.70,-0.21,833.30,833.30,812.00,815.90,"6,059",817.00
221,SLCF,9.41,"4,060",0.00,0.00,9.41,9.42,9.41,9.41,"11,300",9.41
222,JOSHI,417.00,300,-10.00,-2.34,430.00,430.00,416.60,421.44,"27,811",427.00
223,VLBS,821.00,14,-4.00,-0.48,831.40,835.00,820.00,823.36,470,825.00
224,KDL,"1,097.00",10,-25.00,-2.23,"1,139.00","1,139.00","1,094.00","1,106.38","2,090","1,122.00"
225,MNMF1,9.24,100,0.12,1.32,9.00,9.48,9.00,9.25,"32,100",9.12
226,NBF2,9.16,100,-0.06,-0.65,9.22,9.29,9.11,9.20,"2,841",9.22
227,USLB,"1,520.00",10,20.00,1.33,"1,530.00","1,580.00","1,502.00","1,522.53","1,393","1,500.00"
228,EBLD86,"1,032.00",25,-13.50,-1.29,"1,032.00","1,032.00","1,032.00","1,032.00",25,"1,045.50"
229,NICGF,10.56,500,-0.14,-1.31,10.61,10.61,10.56,10.60,"50,689",10.70
230,RBCL,"14,475.00",10,-30.00,-0.21,"14,400.00","14,598.90","14,400.00","14,469.10",120,"14,505.00"
231,AVYAN,"1,040.00",30,0.00,0.00,"1,019.20","1,060.20","1,019.20","1,034.34","1,685","1,040.00"
232,SAMAJ,"3,412.90",10,-55.10,-1.59,"3,480.00","3,480.00","3,346.00","3,371.94",230,"3,468.00"
233,NMFBS,"1,283.30",17,-15.70,-1.21,"1,321.00","1,321.00","1,281.00","1,291.95","1,929","1,299.00"
234,NICGF2,8.55,100,0.03,0.35,8.51,8.55,8.51,8.52,"1,300",8.52
235,RURU,740.00,25,5.00,0.68,749.00,749.00,735.00,739.28,"7,658",735.00
236,KSY,8.45,100,-0.13,-1.52,8.75,8.75,8.45,8.53,"1,800",8.58
237,DDBL,781.00,25,-3.00,-0.38,785.00,790.00,780.00,783.49,"1,324",784.00
238,LICN,"1,105.00",50,6.00,0.55,"1,099.90","1,125.00","1,099.90","1,112.67","4,934","1,099.00"
239,DHPL,311.00,720,-5.80,-1.83,316.00,319.90,310.60,313.85,"17,345",316.80
240,NMBMF,688.40,50,-6.60,-0.95,685.00,697.70,685.00,690.08,196,695.00
241,SIGS2,9.62,"4,199",0.18,1.91,9.62,9.62,9.62,9.62,"4,199",9.44
242,SBLD89,"1,199.00",100,-17.00,-1.40,"1,199.00","1,199.00","1,199.00","1,199.00",100,"1,216.00"
243,BPCL,398.10,308,-0.90,-0.23,399.00,415.00,397.00,399.96,"5,451",399.00
244,NLICL,616.00,500,3.00,0.49,622.00,622.80,608.60,615.80,"14,894",613.00
245,LVF2,9.02,100,-0.05,-0.55,8.96,9.05,8.96,9.01,700,9.07
246,MMF1,8.64,100,-0.14,-1.59,8.61,8.78,8.61,8.64,"11,090",8.78
247,NICFC,8.97,100,-0.02,-0.22,8.89,9.07,8.89,9.04,"3,900",8.99
248,SMH,"1,090.00",125,-22.00,-1.98,"1,132.00","1,132.00","1,090.00","1,097.59","1,318","1,112.00"
249,NUBL,685.10,200,-6.40,-0.93,682.10,690.00,682.10,685.52,"2,620",691.50
250,NIBLSTF,8.40,100,-0.16,-1.87,8.56,8.56,8.40,8.51,"1,000",8.56
251,NABILD87,"1,056.00",25,1.00,0.09,"1,055.00","1,056.00","1,055.00","1,055.35",72,"1,055.00"
252,RMF1,8.93,"5,000",-0.14,-1.54,8.89,8.94,8.89,8.93,"10,500",9.07
253,RSDC,656.10,30,1.10,0.17,668.10,668.10,655.00,659.44,"1,680",655.00
254,KEF,8.82,"3,450",-0.34,-3.71,9.08,9.08,8.82,8.92,"13,600",9.16
255,SWBBL,880.00,50,4.00,0.46,886.90,887.40,865.10,869.16,"23,445",876.00
256,SEF,9.55,"8,000",-0.01,-0.10,9.39,9.55,9.38,9.53,"55,500",9.56
257,SWMF,758.60,150,3.80,0.50,765.70,765.70,748.10,759.12,"1,648",754.80
258,MDB,640.00,10,4.00,0.63,625.00,650.00,625.00,637.54,"17,134",636.00
259,SBCF,9.17,"1,000",-0.03,-0.33,9.20,9.20,9.17,9.17,"11,800",9.20
260,SHINE,412.00,20,2.00,0.49,418.00,418.00,408.00,412.29,"10,918",410.00
261,EDBL,596.00,100,0.00,0.00,600.00,602.00,587.10,588.56,"117,618",596.00
262,NADEP,916.00,130,-31.00,-3.27,940.00,940.00,916.00,929.85,"1,678",947.00
263,LUK,9.55,"3,000",-0.01,-0.10,9.75,9.75,9.37,9.55,"3,200",9.56
264,KBSH,"2,450.00",50,-26.00,-1.05,"2,475.00","2,475.00","2,430.00","2,444.63",616,"2,476.00"
265,SPIL,826.00,10,-2.60,-0.31,821.00,844.00,821.00,823.75,"4,215",828.60
266,SAGF,9.15,100,-0.09,-0.97,9.40,9.40,9.13,9.25,600,9.24
267,CMF1,10.62,624,-0.11,-1.03,10.80,10.87,10.62,10.79,"3,124",10.73
268,KDBY,9.42,100,-0.31,-3.19,9.54,9.54,9.30,9.42,"3,000",9.73
269,JSLBB,"1,605.00",170,5.00,0.31,"1,632.00","1,632.00","1,576.00","1,604.02","1,014","1,600.00"
270,HEIP,440.00,200,-20.00,-4.35,451.00,451.00,440.00,442.32,"1,150",460.00
271,NICD83/84,"1,135.00",1,0.00,0.00,"1,135.00","1,135.00","1,135.00","1,112.30",1,"1,135.00"
272,LBBLD89,"1,165.00",97,-20.80,-1.75,"1,185.80","1,185.80","1,165.00","1,165.00",100,"1,185.80"
273,LLBS,"1,120.00",200,-17.80,-1.56,"1,116.00","1,160.50","1,074.00","1,133.29",609,"1,137.80"
274,CCBD88,"1,170.00",25,-20.00,-1.68,"1,190.00","1,190.00","1,103.00","1,129.27","1,876","1,190.00"
